Tweet_Text,class,polarity
Unleashing armed thugs on  protestors in Lagos is like adding fuel to fire. It will cause death&amp; invoke anger. The pro ,negative,-0.7
I'm actually not selfish!If we're following each other and you misyarn NUMEROUS times about the recent happenings ... ,positive,-0.025
The hash tag continues,positive,0.0
I REPEAT: KILL THE PROTESTERS &amp; PREPARE FOR THE DIRE CONSEQUENCES &amp; SAVAGE REPRISALS! HUMAN LIFE IS SACRED!GOVERMMENTS ARE ,negative,0.0
    We are hurting ourselves at this point. Nobody in government ever needs to use this bus. ,negative,0.0
All the good men an women that follow me . Please read and share this thread,positive,0.7
It's another day to ask this very important question:Who ordered the shooting of peaceful protesters at Lekki on 20-1 ,neutral,0.385
  To the ugly monkey who says  should use an  iron fist &amp; extreme force to crush the  protest &amp;who had the effon ,negative,-0.2916666666666667
GGirls got sumthin to say,neutral,0.0
"Who is an Exquisite Black King? He s a Black man  Confident, unapologetic, and fearless! If you believe in a cau  ",positive,0.3229166666666667
"  It's hard to make things right for everyone.  But if everybody helped just one person, lots of people would get helped ",negative,-0.0029761904761904934
"  Don't forget that on the 20:10:2020, someone was shouting  while dieing from a gun shot wound. His death shoul ",negative,0.0
having A voice is what makes the difference...,neutral,0.0
Lord we thank you for helping our hearts to heal gradually from what took place at the lekki toll gate on the 20/10:202 ,positive,0.0
God help our generation We are tired of bad government,negative,-0.5499999999999999
E Fit Happen..,neutral,0.4
"2023...its all abt the rulling class and the Youth.2023 No APC No PDP!!!2023 No APC No PDP!!!2023 No APC, No PDP!  ",negative,0.0
The ABCD of what  is up to in the quest to,positive,0.0
How does a N25bn youths fund from the FG address  Does it get SARS men off the streets? No. Does it,neutral,0.0
Those youths that knows the truth have and refused to join  to  because they're sucking ,negative,0.0
All these infidels who talk rubbish and side with the government but when they re called out say  I M a yOuTH tOo ; we are wa ,negative,0.0
I suggest we should erect    signposts on major ,neutral,0.0625
"F1 Champion, Lewis Hamilton, displaying and demonstrating his support for the  protest just before the Por  ",positive,0.0
You were one of the people who helped turn  to a global movement and I understand you are trying to catch your b ,positive,0.0
"Do what s just,    ",positive,0.0
    Happening now at Olojojo Bustop Oworo. We just peacefully hanged some Banners facing Alonge Police Station O ,positive,0.25
If I survive this attack to be honest with you I will be a wicked person ,negative,0.6
POLICE CAUGHT STEALING: patrol vehicle reg no UP 5728 was caught red-handed with a stolen cow by lo ,negative,-0.13333333333333333
Can we get picture album and names of our fallen heroes that paid the ultimate prize at Lekki Tollgate?If you want th ,negative,0.0
"  Une pens e particuli re aux populations respectives de 3 pays qui sont la Guin e , le Nigeria , et le Congo . M ",neutral,0.0
SARS State Aided Robbery Squad - Pastor Tunde Bakare,negative,0.0
Yes Lord. Be it into us according to Your Word!,neutral,0.0
"  The same  PALLIATIVES tales everywhere.In Aroma Junction, Awka, Anambra State, people waylaid a trailer load ",negative,0.0
The hoodlums you invited out will finish the assignment you cheaply paid them for and turn to you &amp; face you squarely till you ,negative,0.4
"In the end, what really matters is to know by the end of the day, yourself and family is safe.That is why we must  ",positive,0.2
"With 6Months psychological training ooo, and physical combat training,   ",neutral,0.0
The Nigerian Youths in Aba with the experience of Police and Military brutality said they won't protest ,negative,-0.1
nobody is talking about   anymore is also there..... i wonder i ,negative,0.0
The atrocious military attack on  &amp;  protesters in Nigeria has shown us that democracy is not spe ,negative,-0.39999999999999997
"  Everyone from every nation should be free from police brutality.Do what s just,   ",positive,0.4
Those milking Nigeria youths and subjecting them to everlasting suffering is playing their distructive ethnic and tribal car ,negative,0.0
"  Thank God say oxygen Dey free, if not this Nigerian govt for don seize am , u vex them, they Jst turn off d one with ur ",positive,0.4
OK.....I have followed you for this.....do follow back,neutral,0.0
So finally lokoja kogi state warehouse is been bursted ooo .. another kassala .--  ,negative,0.0
POLICE CAUGHT STEALING: patrol vehicle reg no UP 5728 was caught red-handed with a stolen cow by ,negative,-0.13333333333333333
We are appealing to everyone however they can to support the family of Oke financially in this trying time by making a don ,positive,0.25
"  Nigeria, I pray for you and love you so much.   ",positive,0.35
You don t need to be Nigerian to speak out what s currently happening is devastating! My thoughts and prayers go out to ,negative,-0.5
The reason you must condemn evil at all times. Nigeria Army kept killing IPOB members and taking the bodies. Nigerians ,positive,-1.0
Omah lay - Bad influence(official trumpet cover)  Please retweet until he sees it  Still on the ,neutral,-0.6999999999999998
This is a REVOLUTION.We are tired of the corruption they called Federal Government Of Nigeria.,negative,-0.4
No restriction; no condition!I'm following back every single person that follows mePlease ,negative,-0.023809523809523808
The events of the last few weeks in Nigeria have left us traumatized.We sympathize with everyone who has lost loved ones or ,negative,0.12499999999999999
"Too bad..... We are expecting hospitals, roads and other social amenities from people who hide from us garri, noodl  ",negative,-0.26388888888888884
You were one of the people who helped turn  to a global movement and I understand you are trying to catch y ,neutral,0.0
May we never become the very thing which we condemn.   victims m ,positive,0.2
"  This week, Nigerians in New York, came out in their numbers to register their grievances after unarmed  protes ",negative,0.13636363636363635
May the souls of all our heroes rest in peace,positive,0.0
Buhari dead Video Expose.A Must Watch.Via ht ,negative,-0.2
Every thought has a frequency. Thoughts send out a magnetic energy. So always stay withpositiveThoughts!!!,positive,0.0
"  The moment, notorious DPO of Olosan police station SP Ayodele Arogbo (Gbakoje) stray down a harmless youth... Gbakoje h ",negative,-0.15555555555555559
God bless you,positive,0.0
You cannot build on nothing. Neither can you reform what s not willing to be reformed. Nigerians want what s best for N ,negative,0.4375
"  If you give up now, they died for nothing.We must continue.     ",positive,0.0
"  WHO ORDERED THE SHOOTING OF PEACEFUL PROTESTERS AT LEKKI ON THE 20TH OF OCTOBER, 2020??? ",neutral,0.125
We will never forget Our Real Heroes who died for this Awakening Movement  we will continue,positive,0.2
We Nigerians love you   and a very big THANK YOU!   thanks for using the hashtag,positive,0.2333333333333333
I rather join the fallen heros than join you in corruption,negative,0.0
SARS State Aided Robbery Squad - Pastor Tunde Bakare,negative,0.0
Adamawa's CACovid palliative warehouse has been discovered also. This is pure wickedness on the citizen by the governmen,negative,0.21428571428571427
Tweetwallet extends her deepest condolences to those who have lost someone and those whose businesses have been adv ,positive,0.0
Our hearts go out to families that have lost loved ones and valuables. May God comfort you in these trying times an ,negative,0.7
Today Governor of a Enugu state choose food over his peoples lives..Because of covid19 palliatives...You sent soldi ,negative,0.0
This is exactly wht  and  were saying in their M.A.D task if u remember  when they were still in the ,positive,0.25
Pastor Tunde Bakare on  says This generation will succeed where mine ended,positive,0.0
Wow! This is really amazing.Enlightening the common man on what the struggle is all about.... In order for them not to be ,positive,0.00833333333333334
Wahala dey for anybody wey enter police trouble when all this settles down,negative,-0.1777777777777778
"  Dialogue on their lips,Swords in their hands,Blood on their palms,  ",negative,0.0
Nigeria has expired long time ago,negative,-0.05
"Let's all make this go viral. It's our battle, let's watch each other's backs. Say   ",negative,-0.125
The world knows!!!,neutral,0.0
Britain: Time to unbundle the Nigerian contraption.Long overdue.... Enough is enough.,negative,0.0
Fight Am Finish - ANTIBALAS   | 1st For Afrobeats,negative,0.0
Breakdown of Donations for Ilorin  /  Peaceful ProtestsTotal do ,positive,0.25
"  We won t stay silent , we won t stay blind.    ",neutral,-0.25
"  The last time Buhari had an interactive session with Nigerians through a Presidential Media Chat was December 31st, 2015. ",neutral,0.0
"  New mural. Ft george , theo and civilized villager.   ",positive,0.2681818181818182
" Yes! Your father has a good heart, may his soul rest in peace.The imposter is our problem.  ",negative,0.7
Remember their names....    Fashola,neutral,0.0
Catch the replay of A.Y.E National Head Oluwadare Olubunmi's morning show on Arise TV.Click the link in below now to ,neutral,0.0
"Donald Duke, he feels at home any day any time, because he did well for his people.   ",positive,0.0
"  You are not alone my brothers and sisters, the world is witness! I m sending strength and love to everyone protesting and ",positive,0.5
"If  bad boy  isn't the problem of Nigeria , then who?  ",neutral,-0.6999999999999998
"Everyone from every nation should be free from police brutality.Do what s just,    ",positive,0.4
This is the way forward to fighting Police Brutality. Be your brother's keeper. Don't just be a passerby. Stop to interrogate ,positive,0.0
"  When in doubt, say their names, when you feel like giving up, say their names.    ",neutral,0.0
"  Whether the Nigerian Government likes it or not, the  protest and its associated activities including ",neutral,0.0
Come 2023..No recycling of Past or Present leaders.Together we shall save Nigeria and make it great again.  ,positive,0.18333333333333335
Thank you  for showing  love! We must  and ,positive,0.625
They failed to join because their problem is bigger than  and they don't have the courage to s ,negative,-0.25
Hope we know we also have our probl ,neutral,0.0
I can't retweet anymore tweets...  Y'all that,negative,0.0
FUCK HIM... AFTER allegedly ORGANISING THUGS TO KILL PROTESTERS... YOUR OPINION IS UNSOLICITED SIR. ,negative,-0.25
Happy Sunday Folks I pray for the Nigeria  with Peace &amp; Humanity not the one with War &amp; Brutality..,positive,0.8
"   Make sure she is safePlease  let this trend, we need to ensure she is safe.They may come after h ",positive,0.5
"Great tune,  on New World, and a better life for all    ",positive,0.4787878787878788
"Let's not forget this in a hurry, they were like you.  Fashola ",positive,0.0
" We won't forget themPlease follow, I follow back",positive,0.0
Nigerian Catholic conference matching in support of the   protest. and  in Ni ,positive,0.0
We. Are. The. Soro. Soke. Generation.We'll forever speak up against oppression and injustice.,positive,0.0
  Politicians are rejoicing already,positive,0.0
I swear.. I can't wait to remove those old fools with my PVC ,negative,0.1
"    I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like th ",negative,0.0
Because 3 more years is far too long. It needs to happen now.,neutral,0.18333333333333332
Pls bear with us. Celebrities are not super humans. Stardom cannot erase a natural stupidity. Lower your expectations and ,negative,-0.2222222222222222
Happy birthday sir,neutral,0.8
"   I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like this. ",negative,0.0
When God is ready to deal with our politicians ehn... e go be season film. Let's not stop talking about ,negative,0.2
"   Gentlemen, give them small display   ",neutral,-0.25
PEOPLE SHOULD SHOW  THIS PHOTO NOW.  Is Hereby Declears Wanted. Is An Agent Of Darkness From Fulan ,negative,0.0
We need men and women of Courage to stand up against oppression!The fact that everybody is collecting doesn't mean ever ,positive,-0.3125
"  I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn  ",negative,0.0
"  My name is Reggie a.k.a Sabi Boy a Nigerian Rapper-Songwriter ,i decided to lend my voice on  ",positive,0.0
Decided to lend my voice to the   cause ! Who would like to hear the full song ?  Prod by ,positive,0.35
We would not stop demanding for an end to police brutality in Uganda,positive,0.0
"  We can never forget  we're the revolutionaries, visionaries of 2020history must record us. We do not ",negative,0.0
History will never forget how we fought to,negative,0.0
We say make them  them dey end Stars  Rest In Peace to all our heroes  Gone but not forgotten. Please  Ebi ,positive,0.0
Another means to loot money. They will share 1bn to few and corner 24bn. Let them share through BVN. we ,negative,-0.2
Very simple.We must continue,positive,0.2
It s a good day to have a change of heart,positive,0.7
  One generation says  off the mic .Another generation says  speak up (sorosoke) .Which generation do you belong? ,neutral,0.0
People abroad can not be protesting while we in Nigeria directly affected stay indoor.Let us end this oriburuku Sa ,negative,0.1
Discovered Palliatives Warehouses Indicate That My Father Isn t Nigeria s Problem -- Buhari s Daughter  - ,positive,0.0
Africa my Africa,neutral,0.0
"One of the Thugs in Lagos was pictured with a cutlass. In Abuja, one who allegedly works for a Senator was using a  ",negative,-0.1
They want to kill me because I rejected their Money.I will expose all of them because Buhari is late since 2017.,negative,-0.3
"  Different day, Different faces, Different placards but SAME MESSAGE.   ",neutral,0.0
Why though? Why are people in authority so afraid of dissent? Aren t people allowed to state to eke dissatisfaction wi ,negative,-0.6
I will never say no I will continue to protest for my country Nigeria,negative,0.0
I hope this lines gets to throw a punch at the cabinet for me,negative,0.0
"  End SARS: End SARS Protest, a wake-up call to Nigerian elites   Rochas Okorocha.We're coming for you guys....  ",positive,0.0
I feel attacked..Pls igala peopleIts not END chars Its,negative,0.0
"  Another motorbikes palliatives discover in Ikirun, Osun State. What a wicked government.  ",negative,0.0
"  I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like th  ",negative,0.0
They are exposing their insensitivities in order for us to react and dwell on insignificant matters. What is indomi ,negative,0.0
Don't  you feel the sudden discovery of palliatives across states is a strategic distraction? They have succeeded i ,negative,0.0
Mr Gov.  what we asked for is just a very simple thing sir which is reveal CCTV footage of the Lekki m ,neutral,0.0
Once your close to this machine make sure you get all that you need because once the card reads zero balance she will run ,neutral,0.5
"  I'm not giving up on this fight. People have died, a lot injured. We can't let them dw  ",negative,0.0
They said they would do a total cleanup at the Lekki-toll gate without a forensic check or any investigation. God told them ,negative,0.0
Guys I know everyone s lost hope after that useless message fro Buhari but pls remember we cannot beat 60 years of tyranny in ,negative,-0.5
"  Good Morning, daily reminder ALL black lives matter.     ",positive,0.17777777777777778
African leaders have something in common....greed!!!,negative,0.0
" I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like this.  ",negative,0.0
We need freedom,positive,0.0
Have you heard of  Igbo coup  before?  Protest is typical example of that coup but some mischievous individ  ,negative,-0.16666666666666666
What if is disclosure of palliative warehouse is a strategy,positive,0.0
A tribute to We stand in solidarity with all Nigerians routing for change.,positive,0.0
I am not an activist!I am just HUMAN!,neutral,0.0
"We started good, and then chose food over our freedom, all those victims died in vain , it's a pity.At the end we  ",negative,0.7
protest brampton yesterday,neutral,0.0
"I can't count how many times, I have watch this!I just can't stop myself from listening to   no stress   ",negative,0.5
Tony mother speak the guy they shoot at  Lekki tollgate ,negative,0.0
Thought I was the only one that watched that interview,neutral,0.0
They will kill people who are hungry?pls palliative cant be compared to human lives ,negative,0.0
  Where did they see time to shoot this film? Nawa ooo!!I guess it was shot in half-a-day...They didn't include that  Wo ,negative,0.0
FIGHT! NIGERIA... THIS IS AN ERA FOR CHANGE,negative,0.0
Daga Katsina!Banda yunwa da kashe kashe mai Buhari ya tsinanawa arewa?Amma munafukai sun kasa gaya wa Buhari gaskiya. Ak ,neutral,0.0
- and share using  -CONTACT Nigerian Officials -PAICIPATE in Local Protests-FOLLOW,neutral,0.0
"  This is Lewis Hamilton. Thank you  for your support for  .  This is our Fight, keep retweeting aggr ",positive,0.0
20 people were killed in Zamfara and not a word from Buhari. Mayhem and destruction are forces he feeds off,negative,-0.2
"    PROTEST LOCATIONS FOR TODAYLAGOS   1: Lekki Toll Gate (9AM)    2: Lagos Govt House Alausa, ",neutral,0.0
"  For Buhari  so love destruction that he set thugs to attack, maim and kill peaceful protesters and then descend on ",negative,0.375
"  Me na tsawa? Kwarankwasa ma tayi nata kuma walkiya kawai aka kyalla, kuma aka yi ruwa aka dauke. ",neutral,0.0
Oh my goodness! We have serial killers as security agents. Did he run to shake the hands of his colleague?Bloody hell,negative,0.0
"  When Nigerians said they didn't receive COVID-19 palliatives, sycophants attacked them.We all can see the corruption! ",negative,0.0
The weaponised poverty to perpetuate themselves in office. They give the impoverished citizens 20k to keep them enslaved n ,negative,0.0
Singing the National Anthem of Nigeria.,neutral,0.0
The message they silently endorse,positive,0.0
"  Sister, you have been a backbone. I love you.We Move   ",positive,0.5
With all of these warnings Nigerian government decided to deploy thugs to streets to attack peaceful protesters. What the ,negative,0.25
Buhari  and Osinbajo  hope you are both happy with your hand work,positive,0.8
"  Definition of  North:Strong and together in crime against the South,pro crusader of impunity,corruption and ter ",negative,0.0
"  My brother, thank you for always being a voice      ",negative,0.0
"  If you see this, retweet till he is arrested. He is the police officer that shot at protesters in surulere  ht ",negative,0.0
2020 gave us clear vision. We see your lies. THE power of the people is stronger than the people in power .  ,positive,0.10000000000000002
The demands are simple!Monitoring and Evaluation must be done,positive,0.0
They never change irrespective of their acronyms,negative,0.0
We are here to restore Biafra!,positive,0.0
"No man is your enemy, no man is your friend, Every man is your teacher   ",neutral,0.0
That was the end of  I remember returning to Falomo next morning and all we met were heavy military tanks ,positive,-0.10000000000000002
"  This is an early warning! Be careful of Abuja Meetings. On Jan 19th, 2012, Labour leader went to Abuja for a meeting with ",positive,0.012499999999999997
"  The system is just wrong, they use party lines, religion and ethnicity to divide us. Every leaders that had ruled since 1960. ",negative,-0.5
Piece of advice to those in my generation who were involved in the  and  protests from a decade ago ,neutral,0.0
A luta continua!,negative,0.0
The whole nation is in all sort of distortion and now you can t see or hear properly? Our voices are loud enough! We are at ,negative,0.07500000000000001
A luta continua!,negative,0.0
Not at all! I will die at my appointed time and it can be right now so all their threats are jokes.My big mo ,negative,0.14285714285714285
I ENDORSE this message by  Retweet &amp; Like to show solidarity. Doesn t matter if you stand with,positive,0.0
Na December  go start for Facebook. I am sure they are still doing  there,negative,0.5
Blame Buhari  and Osinbajo  for the destruction and mayhem going on in Nigeria not  protester ,negative,0.0
Jam of the season,neutral,0.0
Big shoutout to everyone that came out to the protest yesterday in solidarity with our brothers and sisters in Nigeria!,positive,0.0
No one is living in Nigeria. We are merely surviving. We are living dead and they can ,negative,-0.35
Better to die fighting for fr ,positive,0.5
" new week,more blessing ",positive,0.13636363636363635
Buhari can do whatever he likes because Southern Politicians are quiet.They are docile and not equipped for leadership ,negative,0.0
I'm 42. She probably got killed by Sars.,negative,-0.2
"    Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And this we count as ga ",positive,0.0
"  Officer bamidele olumide:-Police id: 4461111With his colleagues are presently on Igede -Aramoko road, Ekiti state.... ",neutral,0.0
Don t forget abt dis monster my fellow  protesters,negative,0.0
No Backing Down!,positive,-0.19444444444444448
" We need the youth to get in power! We don t want leadership from the old generation anymore, they know  ",negative,0.1
Wrote this article in 2017 about Nigeria and Africa. This feels like a perfect time to share it.!,positive,1.0
"  Surely you place them on slippery ground; you cast them down to  suddenly are they destroyed, com ",negative,0.11481481481481481
Surely you place them on slippery ground; you cast them down to  suddenly are they destroyed ,negative,0.11481481481481481
I hope this N1trilion includes the compensation to be paid to families that lost their sons and daughte ,positive,0.0
Can the Nigerian youth organize a prayer/worship festival Like this Pray for Nigeria   ,neutral,0.0
God give us the strength to continue this fight. Things can never be the same,negative,0.0
Pope!!! Thank You!  The whole world is watching. Still on the question - Who ordered the massacre of young Nige ,neutral,0.15000000000000002
No Lie! Now they are blaming the protesters ?,negative,0.0
"  lagosians...Nigerians all over the world are still protesting for us..other african countries are behind this movement, ",positive,-0.2
"Surely in vain I have kept my heart pure and have washed my hands in innocence.All day long I have been afflicted,  ",negative,0.22142857142857142
Even those who were charged with murder (which are one of the Police's antics) have been released.-Segun Awosanya,negative,0.0
No be today ....e don tey,negative,0.0
They are free from common human burdens; they are not plagued by human ills.Therefore pride is their necklace; they ,positive,0.02500000000000001
"  Online Protesters, someone just sent 200k for giveaway and airtime. We need your energy. Don t relax!Retweet and comme ",positive,0.0
"  Today we stood as one voice, praying our nation. It s so easy to lose faith in this time of chaos. But we must continue to fi ",positive,0.43333333333333335
Religious leaders and Traditional rulers openly identifying themselves with a particular partisan interest and hostile to th ,neutral,0.041666666666666664
I don't know about u but my job now is to tw and rt:,negative,0.0
This Committee that they want to setup will be our Undoing. Just like  they ll give the members so much mone ,neutral,0.2
"  This policeman today at Ikeja under bridge was trying to extort this driver we all stood up against him. He left in shame, no ",negative,0.0
IF YOURE AWAKE PLEASE RETWEET,neutral,0.0
Can the Nigerian youth organize a prayer/worship festival Like this Pray for Nigeria  ,neutral,0.0
IF YOURE ONLINE AND YOU SEE THIS IM BEGGING YOU IN THE NAME OF GOD RETWEET!!!!!!!!!!,negative,0.0
"  Our parents where convinced, we are not convinced, we know our rights and are been taken for granted  ",negative,0.0
"Today we stood as one voice, praying our nation. It s so easy to lose faith in this time of chaos. But we must cont  ",negative,0.43333333333333335
Please why is Twitter now quiet like this are we no  again please repost and ,neutral,0.0
This picture is hard,negative,-0.2916666666666667
Please why is Twitter now quiet like this are we no  again please repost and,neutral,0.0
Missing Name: TajudeenLast seen: Area1 estate casso bus-stop alagbado His mum sent him on errand since around 5PM yesterda ,neutral,-0.2
"Nasarawa State people discovered their own palliatives in Army Barracks, so they have decided to leave everything i  ",positive,0.6
NO JUSTICE NO PEACE IN NIGERIA,negative,0.0
"  A US soldier has a message for Buhari, Tinubu, Sanwo Olu and all officers involved.   ",neutral,0.0
NBA YOUNG BOY IS DA  I WILL KIP FUKIN WIT YA EVEN AFTER ODAYS,negative,0.1
Copied*** The name of this guy is rasheed adagun.. He is from agege.  These are his facebook details... Adagun osha.... H ,neutral,0.0
WHO GAVE THE ORDER ?,neutral,0.0
"  We need Olamide, Small Doctor and Naira Marley to come out and educate these boys. They love them and they ll listen to th ",positive,0.125
Thank You  for taking this retired commissioner of police to school once again. You did great on this panel,positive,0.8
Surely they will find many Judas but woe to that person for it will be better he/she was not born. The blood of our ,negative,0.5
Please spread awareness about what s happening in Nigeria. This is really making me sad. Take time to read this thread.,negative,-0.15
The next step is to take over leadership constitutionally through YDPRetweet to create awareness,positive,0.0
God give us the strength to continue this fight. Things can never be the same,negative,0.0
I stands with  NIGERIA WILL NOT END ME!,positive,0.0
" Charlatans. No matter how much you try, you can't change the truth.  ",negative,0.2
Catch subs not feelings!Send money not nudes!!  not audio dissolve?!!!,negative,0.0
if you re following every interview from home on  ..Let s know how many are with us. So we can continue,positive,0.25
"   Anywhere I enter, I'm dropping this  Join me! ",positive,0.0
The government is complicit in this murder of unarmed protesters!!,negative,0.0
"   pls dont beg, pls never beg, a ceo never begs his employees to work. we emplo  ",negative,0.0
Police are useless here cos they're d tools by politicians to carry out dirty jobs... Don't expect an ,negative,-0.55
Let us drop this again...,neutral,0.0
Police officer  REFORM POLICE DOES NOT MEAN CANCEL POLICE  Na To make una Life Better...Drop Gun join Protest so Make ,positive,0.15625
Nigeria's situation Is beyond     Nigeria needs ,negative,0.0
Let us drop this again...,neutral,0.0
"  For our fallen Heroes, for hope, for strength   ",positive,0.0
lagosians...Nigerians all over the world are still protesting for us..other african countries are behind this move  ,positive,-0.2
"  Abeg, no dull the morale of these wonderful people. Keep pushing those hashtags   ",positive,0.5729166666666666
Who gave the order,neutral,0.0
"  They used religion, tribe, police, soldiers.Yet we shook it off, stumped on it and rose higher.Now they are using people ",negative,0.6
Pope!!! Thank You!  The whole world is watching. Still on the question - Who ordered the massacre of you ,neutral,0.2
can we see the footage frm the CCTV at the Lekki Toll Gate?,neutral,0.0
"She's a very good man. Despite the abusive nature of people towards her, he still cares. God will continue to bless  ",positive,0.9099999999999999
"  When a Modified Babalawo is chanting In Jesus  Name, then you know shit is real homie!  ",neutral,0.024999999999999994
The way the Nigerian government moves irritates my skin.,negative,0.0
"  If you will back down from  movement, ignore this.If you will fight with us till we're heard &amp; until we see the c ",negative,-0.07777777777777779
"  This is not a time to be silent,we must stand up and take back our country,Nothing moves until someone moves it. This is ",negative,0.0
Repair your phones at a cheapest price with quality and original accessories with guarantee.Call  us on 081611571  ,positive,0.375
Eti mad sirNow you knowAfter all the cruisesPlease don't let us relentLet's fi  ,negative,-0.625
"If we check those 229 people said to have been arrested for looting and vandalism in Lagos, more than half of them  ",negative,0.16666666666666669
Police brutality and use of tyranny in police force is a canker work that has eaten deep into the our fabrics here in Afric ,negative,0.0
"Dear Nigerians, all of u that r complaining. Go and get ur PVC. Vote ur own GOVT. I don't want unnecessary complain  ",negative,0.09999999999999998
"   Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And th  ",positive,0.0
Someone who sends Soldiers to kill you with the world watching won't respect the Constitution.So before you talk about ,negative,0.0
No Lie! Now they are blaming the protesters ?,negative,0.0
We move,positive,0.0
BLACK TUESDAY FREEVERSE,neutral,-0.16666666666666666
The raw truth nothing more nothing less,positive,0.034188034188034185
The world is my kitchen and I am cooking in it so why are they afraid of the meals I am dishing out? ,negative,-0.6
"   Please don't call Oluwa oo, he is busy like this trying to check the hidde  ",negative,0.1
Are we tired?  ,neutral,-0.4
A big message to all the leaders and youths across Africa from a dope rapper    link in ,neutral,0.0
"  Spot your faves. Selling 10 framed versions of this illustration for N70,000 &amp; donating the proceeds (after the cost of produ ",positive,0.0
This should still be our question .,neutral,0.0
Getting ready for tomorrow! It s our turn now- ,neutral,0.25
The few good ones in the police are been illegally dismissed An Assistant Commissioner of Police Adegboyega a ,negative,-1.850371707708594e-17
Obaseki dey find prisoners.Oba of Lagos dey find he chief of staff.Calabar State Governor dey find looted Palliat ,negative,0.0
"  Don't say anything, Just Retweet!    ",negative,0.0
"I'm not tired,  we're just getting started    cc:  ",positive,0.2
All we hope is  God is our strengt  ,positive,0.0
If  every Nigerian Youth right now could say the same thing!!!You're an Edifice! Failure Can't Touch this! You prove ,positive,-0.03670634920634922
"  At the Lekki Toll Gate protest ground in Lagos, a young man offered to share his food with someone who didn't get food. I al ",positive,0.1
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online pro ",positive,0.5
"  Guys, are we still on for tomorrow??  ",neutral,0.0
"Guys, are we still on for tomorrow??      ",neutral,0.0
You're all the same!,neutral,0.0
I m a proud youth of Nigeria.I m part of the generation that changed everything.I m proud of everyone.God bless everyone. ,positive,0.8
"  If you can see this, Don't say anything. Just Retweet.     ",negative,0.0
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online ",positive,0.5
I work with KnivesI walk to work with briefcase of different knives,neutral,0.0
"  Guyz, Drink MONSTER ENERGY and let's PROTEST!!! Let's Block every where from morning till night. ",negative,0.0
Night GAIN TRAIN  RETWEET&amp;FOLLOW ME     COMMENT BELOW FOLLOW EVERYONE WHO      LIKES YOUR COMMENT LETS ,neutral,0.0
PULL UP GANG!!! We need more people at the Lekki Toll!!! Come through!!!,negative,1.0
A verse for all the destroyers and killers in Nigeria.. You're time has come!,negative,0.0
"  In this picture, there are Northerners, Southerners, Westerners and Easterners. Tribalistic bigots like  still w ",negative,0.0
"  I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the  ",positive,0.5
has given us go ahead to break the internet with   Let's rt and comment aggressively,negative,0.0
"In this picture, there are Northerners, Southerners, Westerners and Easterners. Tribalistic bigots like  ",negative,0.0
We d Nigerian youth strongly disagree nd condemn looting of private properties! And i pray to God to heal our natio ,positive,0.21666666666666665
A verse for all the destroyers and killers in Nigeria.. You're time has come!,negative,0.0
online protesters Just Retweet aggressively and follow too. If you love nigeria youthI will follow back ASAP ,negative,0.25
If your phone was damaged at Berger  pls come to the store. We will are offering you 80% off the price to fi ,positive,0.0
TELL YOUR MEN TO ADOPT THIS RESEARCH I DID!,positive,0.0
Share your  let the world see why ,neutral,0.0
"*So, SARS problem is failure of command issue. When leadership is itself complicit, moral authority is lost. This i  ",negative,-0.15833333333333335
"  A police man  on Patrol is supposed to look like Picture 1 not 2, there are too many assault rifles in the hands of police men ",negative,0.5
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the onl ",positive,0.5
I Need 10k RETWEETS for this Hashtag  Let's keep it trending!! ,positive,0.0
Don t take children to protest grounds. It is dangerous.Don t take children to protest grounds. It is dangerous.Don t t ,negative,0.0
Today I was a camera woman,neutral,0.0
the Nigerian government is corrupt and needs to be reformed. the youth are dying in the streets at the hands of the governmen ,negative,-0.5
Do you think this is possible in Nigeria?,neutral,0.0
"Gov. officials are Looting, now you are breaking into Individual Marketers Warehouse. Haba, must you bring them bac  ",negative,0.0
"  But wait, What exactly are u people proud of the Air force for? Are dey suppose to watch the police kill innocent victims ",neutral,0.5166666666666667
"But wait, What exactly are u people proud of the Air force for? Are dey suppose to watch the police kill innocent v  ",neutral,0.5166666666666667
THE BEST STRATEGY AT THIS MOMENT IS TO SPREAD THE MESSAGE OF,positive,1.0
Let s get these to trend again. Please  and co ,neutral,0.0
Protest resumes Monday!!!! The hoarded palliatives just made me angrier!! Just Imagine what else they could be hoar ,negative,0.0
Like nigeria celebraties dont know the nigeria government are against if they think is a lie.,negative,0.0
"Imagine this kind country, still discovering more palliatives meant for the less privilege, Oh God come to our aid.  ",negative,0.31111111111111117
I don tire for this country,negative,0.0
"  Please stay safe  my heart is bleeding , with all that s going on , the killings , the shootings , the unending brutality ",negative,0.5
4-Minute  Explainer [audio] -     | 1st For A  ,positive,0.0
